rank	views_60d	status	title
4942	8793	kept	Relativism
4943	8789	kept	The Bridges of Madison County
4944	8769	kept	Where in the World Is Carmen Sandiego? (1985 video game)
4945	8765	kept	Kachina
4946	8749	kept	Claymation
4947	8744	kept	Earthenware
4948	8742	kept	Zombie film
4949	8737	kept	John Nash (architect)
4950	8733	kept	Neo-expressionism
4951	8718	kept	Engraving
4952	8680	kept	Culture jamming
4953	8656	kept	Bolshoi Ballet
4954	8638	kept	Acrobatics
4955	8631	kept	Contortion
4956	8616	kept	Foreshadowing
4957	8611	kept	Varnish
4958	8609	kept	Column
4959	8609	kept	Jean-Baptiste-Camille Corot
4960	8605	kept	Gamer
4961	8586	kept	Hip-hop culture
4962	8578	kept	Mezzotint
4963	8576	kept	Gold leaf
4964	8566	kept	Islamic calligraphy
4965	8566	kept	Square dance
4966	8565	kept	Swing (dance)
4967	8553	kept	Till Eulenspiegel
4968	8544	kept	Self-portrait
4969	8526	kept	Antonio Canova
4970	8502	kept	Discourse on the Method
4971	8496	kept	Paris Fashion Week
4972	8475	kept	Risograph
4973	8444	kept	Packaging
4974	8441	kept	Lindisfarne Gospels
4975	8437	kept	Phidias
4976	8429	kept	Christmas music
4977	8421	kept	Sfumato
4978	8402	kept	Sehnsucht
4979	8395	kept	Greek chorus
4980	8362	kept	Iconography
4981	8360	kept	Royal Academy of Arts
4982	8353	kept	Japanese garden
4983	8336	kept	Theatre of the absurd
4984	8330	kept	Andy Goldsworthy
4985	8323	kept	Symphony No. 40 (Mozart)
4986	8288	kept	Simulation video game
4987	8285	kept	Jitterbug
4988	8284	kept	Realism (art movement)
4989	8258	kept	Leon Battista Alberti
4990	8234	kept	Romanesque art
4991	8233	kept	Rhapsody on a Theme of Paganini
4992	8212	kept	Sonnet 116
4993	8205	kept	Joystick
4994	8203	kept	Formal fallacy
4995	8183	kept	Protest song
4996	8169	kept	Grisaille
4997	8169	kept	Impasto
4998	8153	kept	Digital art
4999	8149	kept	Encaustic painting
5000	8094	kept	Authenticity (philosophy)
5001	8076	kept	Poet
5002	8068	kept	Planetarium
5003	8065	kept	Nocturnes (Chopin)
5004	8042	kept	Flower power
5005	8041	kept	Fountain
5006	8032	kept	Craft
5007	8029	kept	Toto (Oz)
5008	8024	kept	Pediment
5009	7998	kept	Buttress
5010	7995	kept	Theme Hospital
5011	7991	kept	A Hero of Our Time
5012	7989	kept	Contemporary classical music
5013	7978	kept	Headscarf
5014	7971	kept	Insular art
5015	7971	kept	Thoughtcrime
5016	7970	kept	Remix
5017	7949	kept	Throat singing
5018	7947	kept	Mesopotamian mythology
5019	7941	kept	Retro style
5020	7929	kept	Linocut
5021	7910	kept	Teleological argument
5022	7896	kept	Widescreen
5023	7894	kept	Pina Bausch
5024	7890	kept	Du Fu
5025	7877	kept	Trailer (promotion)
5026	7875	kept	Billboard
5027	7868	kept	Op art
5028	7864	kept	Eastern philosophy
5029	7860	kept	Chapel
5030	7837	kept	Modern dance
5031	7837	kept	Photorealism
5032	7835	kept	Topiary
5033	7824	kept	Don Quixote (ballet)
5034	7812	kept	Dream interpretation
5035	7781	kept	Hopscotch (Cortázar novel)
5036	7768	kept	Pointe shoe
5037	7762	kept	Lipstick
5038	7754	kept	An American in Paris
5039	7740	kept	Bust (sculpture)
5040	7734	kept	Ode
5041	7726	kept	History of architecture
5042	7686	kept	Overture
5043	7685	kept	Stage fright
5044	7683	kept	Trick-or-treating
5045	7663	kept	Stoneware
5046	7658	kept	Missile Command
5047	7648	kept	Street dance
5048	7646	kept	Free verse
5049	7640	kept	Folk art
5050	7601	kept	Spire
5051	7600	kept	Art history
5052	7599	kept	Life simulation game
5053	7591	kept	Friday (Robinson Crusoe)
5054	7589	kept	Ilya Muromets
5055	7582	kept	Architecture of India
5056	7580	kept	Epistulae Morales ad Lucilium
5057	7568	kept	On Liberty
5058	7549	kept	Alonso Quijano
5059	7544	kept	Ziusudra
5060	7541	kept	Astro Boy (character)
5061	7539	kept	Street art
5062	7538	kept	Mass in B minor
5063	7536	kept	Black and white
5064	7534	kept	Australian Aboriginal religion and mythology
5065	7518	kept	Postcard
5066	7518	kept	Steve McCurry
5067	7515	kept	Sidekick
5068	7500	kept	Playground
5069	7489	kept	Coloratura
5070	7485	kept	Tribble
5071	7478	kept	Goldsmith
5072	7477	kept	Père Goriot
5073	7474	kept	Monologue
5074	7466	kept	Subtitles
5075	7455	kept	Acting
5076	7453	kept	Celtic art
5077	7452	kept	Concerto
5078	7448	kept	Bow tie
5079	7435	kept	Paul Signac
5080	7430	kept	Cantata
5081	7407	kept	Ballets Russes
5082	7386	kept	Marching band
5083	7385	kept	Curator
5084	7379	kept	Radio drama
5085	7371	kept	Simile
5086	7364	kept	Tiny Tim (A Christmas Carol)
5087	7364	kept	Whistling
5088	7361	kept	Samba (Brazilian dance)
5089	7349	kept	Venetian glass
5090	7341	kept	Souvenir
5091	7323	kept	High-tech architecture
5092	7315	kept	Six Characters in Search of an Author
5093	7286	kept	Landscape painting
5094	7266	kept	Fan art
5095	7261	kept	Vault (architecture)
5096	7254	kept	Choreography
5097	7251	kept	Fashion show
5098	7218	kept	Bhangra (music)
5099	7215	kept	Influencer marketing
5100	7213	kept	Video game controversies
5101	7212	kept	Fashion week
5102	7204	kept	Hip-hop dance
5103	7199	kept	Alfred Sisley
5104	7199	kept	Dialogue
5105	7184	kept	Cartoonist
5106	7165	kept	Barnett Newman
5107	7165	kept	Chinese painting
5108	7160	kept	Film editing
5109	7151	kept	Tightrope walking
5110	7132	kept	Islamic art
5111	7106	kept	Wayang
5112	7099	kept	Woodworking
5113	7090	kept	Strategy video game
5114	7082	kept	Sideshow
5115	7074	kept	Weimar culture
5116	7053	kept	Wii Fit
5117	7044	kept	Postmodern art
5118	7043	kept	Tutu (clothing)
5119	7028	kept	Enchiridion of Epictetus
5120	7017	kept	Parade
5121	7015	kept	Speech balloon
5122	7010	kept	Neon lighting
5123	7002	kept	Portrait painting
5124	6988	kept	Finlandia
5125	6987	kept	Long take
5126	6987	kept	Skyline
5127	6982	kept	Mikhail Glinka
5128	6965	kept	Level (video games)
5129	6964	kept	Riff
5130	6949	kept	Marginalia
5131	6943	kept	Illustration
5132	6887	kept	Masaccio
5133	6871	kept	Safety Last!
5134	6858	kept	Poster
5135	6857	kept	La campanella
5136	6851	kept	Music festival
5137	6844	kept	Personal identity
5138	6840	kept	String quartet
5139	6836	kept	Composition (visual arts)
5140	6831	kept	Persian miniature
5141	6829	kept	Anthem
5142	6827	kept	Water Music
5143	6797	kept	Band (rock and pop)
5144	6787	kept	Oratorio
5145	6785	kept	Rest (music)
5146	6780	kept	Bad faith (existentialism)
5147	6771	kept	André Derain
5148	6771	kept	Origin story
5149	6764	kept	Claes Oldenburg
5150	6761	kept	Toast (honor)
5151	6758	kept	Lacquerware
5152	6749	kept	Tetris Effect
5153	6747	kept	Handbag
5154	6737	kept	Monument
5155	6736	kept	Anamorphosis
5156	6735	kept	Antique
5157	6731	kept	Philosophy of religion
5158	6729	kept	Character class
5159	6720	kept	Dixieland jazz
5160	6712	kept	Trapeze
5161	6700	kept	Wedding dress
5162	6693	kept	Portrait photography
5163	6671	kept	Beat Saber
5164	6669	kept	Prélude à l'après-midi d'un faune
5165	6668	kept	Muggle
5166	6666	kept	Maya Plisetskaya
5167	6666	kept	Rock art
5168	6664	kept	Unicycle
5169	6660	kept	Bat-Signal
5170	6657	kept	Lyric poetry
5171	6642	kept	Monophony
5172	6640	kept	Vorticism
5173	6636	kept	Poet laureate
5174	6635	kept	Ancient Egyptian architecture
5175	6629	kept	Poetry slam
5176	6614	kept	Suite (music)
5177	6606	kept	Ikat
5178	6599	kept	Guitar solo
5179	6583	kept	Accent (sociolinguistics)
5180	6580	kept	École des Beaux-Arts
5181	6519	kept	Colorfulness
5182	6499	kept	Juan Gris
5183	6482	kept	Viktor Vasnetsov
5184	6478	kept	Architectural drawing
5185	6468	kept	Flower (video game)
5186	6467	kept	Hindu temple architecture
5187	6466	kept	Latin music
5188	6463	kept	Album cover
5189	6450	kept	Prayer wheel
5190	6447	kept	Town square
5191	6437	kept	Roman art
5192	6433	kept	Marina Tsvetaeva
5193	6429	kept	Pas de deux
5194	6422	kept	Starfleet
5195	6416	kept	Rose window
5196	6397	kept	Pamphlet
5197	6393	kept	Fine dining
5198	6383	kept	Autumn Rhythm (Number 30)
5199	6382	kept	Photographer
5200	6378	kept	Maya mythology
5201	6376	kept	Photojournalism
5202	6357	kept	The Owl and the Pussy-Cat
5203	6352	kept	Infographic
5204	6341	kept	Video game preservation
5205	6334	kept	Gift
5206	6325	kept	Scroll
5207	6322	kept	Contemporary dance
5208	6317	kept	Sketch (drawing)
5209	6309	kept	Celtic music
5210	6307	kept	Fusion cuisine
5211	6298	kept	Drawing Hands
5212	6288	kept	Vanishing point
5213	6286	kept	Argentine tango
5214	6286	kept	Sports video game
5215	6271	kept	Public library
5216	6267	kept	Bartolomé Esteban Murillo
5217	6256	kept	Mazurka
5218	6247	kept	Landscape architecture
5219	6226	kept	Ambrotype
5220	6212	kept	Street photography
5221	6209	kept	Negative space
5222	6201	kept	Letterpress printing
5223	6180	kept	Japanese calligraphy
5224	6164	kept	Miss Julie
5225	6149	kept	Hatching
5226	6137	kept	Emerald City
5227	6121	kept	Praxiteles
5228	6119	kept	Floor plan
5229	6114	kept	Assemblage (art)
5230	6110	kept	Comic book convention
5231	6110	kept	Scale model
5232	6097	kept	Shutter speed
5233	6093	kept	An Essay Concerning Human Understanding
5234	6048	kept	Chinese calligraphy
5235	6036	kept	Emblem
5236	6028	kept	Guardians of the Galaxy
5237	6000	kept	Culinary arts
5238	5997	kept	History of Eastern role-playing video games
5239	5979	kept	Northern Renaissance
5240	5950	kept	Grunge (fashion)
5241	5944	kept	Movie projector
5242	5939	kept	Rib vault
5243	5935	kept	Neon sign
5244	5924	kept	Umberto Boccioni
5245	5919	kept	Triangle (musical instrument)
5246	5901	kept	Ghost story
5247	5891	kept	Juggling
5248	5889	kept	Game Developers Conference
5249	5856	kept	Cheating in video games
5250	5856	kept	Indian art
5251	5838	kept	Folk dance
5252	5825	kept	Happening
5253	5820	kept	Golden Age of Television
5254	5802	kept	Golden Age of Radio
5255	5801	kept	Cinema of France
5256	5767	kept	Decoupage
5257	5755	kept	Behistun inscription
5258	5749	kept	Oliver Twist (character)
5259	5748	kept	Darkroom
5260	5736	kept	The Royal Ballet
5261	5733	kept	History of fashion design
5262	5724	kept	Sonic screwdriver
5263	5722	kept	Buddhist canons
5264	5720	kept	Marquetry
5265	5700	kept	Montage (filmmaking)
5266	5691	kept	Ring Fit Adventure
5267	5683	kept	Vienna Philharmonic
5268	5681	kept	Gesture
5269	5680	kept	Stilts
5270	5674	kept	Epic theatre
5271	5637	kept	Film poster
5272	5635	kept	Hungarian Rhapsody No. 2
5273	5635	kept	Music school
5274	5634	kept	Animator
5275	5603	kept	Courtyard
5276	5602	kept	Road crew
5277	5589	kept	Njáls saga
5278	5572	kept	Rumba
5279	5570	kept	Cultural identity
5280	5561	kept	Salon (Paris)
5281	5544	kept	Edward Rochester
5282	5532	kept	Rapture (BioShock)
5283	5530	kept	Standing ovation
5284	5518	kept	Designer
5285	5518	kept	Mortality salience
5286	5515	kept	Concrete poetry
5287	5480	kept	The Sleeping Gypsy
5288	5479	kept	Rouen Cathedral (Monet series)
5289	5470	kept	Jane Eyre (character)
5290	5464	kept	Youth subculture
5291	5444	kept	X-wing fighter
5292	5432	kept	Improvisation
5293	5414	kept	Land art
5294	5410	kept	Morality play
5295	5397	kept	Operetta
5296	5395	kept	Pointe technique
5297	5390	kept	Battle rap
5298	5367	kept	Illustrator
5299	5366	kept	Installation art
5300	5354	kept	Silverpoint
5301	5346	kept	Point-of-view shot
5302	5340	kept	Contrast (vision)
5303	5337	kept	Concertmaster
5304	5333	kept	She Walks in Beauty
5305	5331	kept	Sgraffito
5306	5331	kept	Studio
5307	5313	kept	Paper marbling
5308	5307	kept	Novum Organum
5309	5304	kept	Retro gaming
5310	5303	kept	Self-Portrait with Bandaged Ear
5311	5299	kept	New York City Ballet
5312	5258	kept	Mashup (music)
5313	5232	kept	Novelist
5314	5230	kept	Theater (structure)
5315	5229	kept	Gamepad
5316	5200	kept	Macro photography
5317	5198	kept	Jump cut
5318	5196	kept	Indigenous Australian art
5319	5192	kept	Encore
5320	5187	kept	Photograph manipulation
5321	5172	kept	History of dance
5322	5168	kept	Latin American Boom
5323	5155	kept	Arrangement
5324	5147	kept	Game design
5325	5146	kept	Data and information visualization
5326	5143	kept	Aquatint
5327	5130	kept	The Lion and the Mouse
5328	5120	kept	Culture hero
5329	5119	kept	Tango music
5330	5112	kept	Because I could not stop for Death
5331	5103	kept	Basket weaving
5332	5103	kept	Ceramic art
5333	5101	kept	Prop
5334	5101	kept	Vintage clothing
5335	5081	kept	Mystery play
5336	5056	kept	Bronze sculpture
5337	5051	kept	Quilting
5338	5037	kept	Party game
5339	5032	kept	Banquet
5340	5000	kept	Tanka
5341	4989	kept	Escapology
5342	4969	REMOVED	Generative art
5343	4966	REMOVED	The Elephants
5344	4955	kept	Workshop
5345	4954	REMOVED	Color field
5346	4943	REMOVED	History painting
5347	4880	REMOVED	Pointed arch
5348	4877	kept	Orchestration
5349	4873	kept	Stamp collecting
5350	4868	kept	Dragon dance
5351	4848	kept	Opera house
5352	4840	REMOVED	Zion (The Matrix)
5353	4828	kept	Frosty the Snowman
5354	4826	REMOVED	Match cut
5355	4825	REMOVED	Clerihew
5356	4796	REMOVED	Everyman (15th-century play)
5357	4791	REMOVED	Mariinsky Ballet
5358	4786	kept	Steeple
5359	4777	kept	Nativity scene
5360	4762	REMOVED	Marius Petipa
5361	4754	kept	Exposure (photography)
5362	4754	REMOVED	Paris Opera Ballet
5363	4753	kept	Freestyle rap
5364	4747	REMOVED	Initial
5365	4738	REMOVED	Cao Xueqin
5366	4724	REMOVED	English Renaissance theatre
5367	4720	REMOVED	Photogram
5368	4682	kept	Advent calendar
5369	4674	REMOVED	Virtual influencer
5370	4662	kept	Art theft
5371	4661	kept	Product design
5372	4633	REMOVED	Kenzō Tange
5373	4623	kept	Jazz dance
5374	4617	kept	Impressionist (entertainment)
5375	4617	kept	Tongue twister
5376	4606	REMOVED	Donato Bramante
5377	4599	kept	Arcade cabinet
5378	4588	REMOVED	The Aleph and Other Stories
5379	4587	REMOVED	The School for Scandal
5380	4584	kept	Flip book
5381	4584	kept	Recipe
5382	4583	kept	Panorama
5383	4576	kept	Classical ballet
5384	4576	kept	Elvish languages
5385	4571	REMOVED	Found object
5386	4566	kept	Wood carving
5387	4561	kept	African art
5388	4542	kept	Irish stepdance
5389	4532	kept	Bestseller
5390	4527	kept	Concept art
5391	4527	kept	Understudy
5392	4510	kept	Tag (graffiti)
5393	4500	REMOVED	Artist-in-residence
5394	4493	kept	Applause
5395	4491	REMOVED	Star (classification)
5396	4488	REMOVED	Phèdre
5397	4456	REMOVED	Readymades of Marcel Duchamp
5398	4443	kept	Microsoft Solitaire
5399	4440	kept	Astrophotography
5400	4435	kept	Black Widow (Marvel Comics)
5401	4433	kept	Art museum
5402	4425	kept	Figure drawing
5403	4419	kept	Nail art
5404	4408	kept	Art therapy
5405	4392	kept	Magic carpet
5406	4379	REMOVED	Musical tuning
5407	4371	REMOVED	Metaphysical naturalism
5408	4364	kept	Serenade
5409	4363	kept	Buddhist art
5410	4327	kept	Christmas carol
5411	4324	REMOVED	Etruscan art
5412	4303	REMOVED	Photomontage
5413	4287	REMOVED	Production designer
5414	4286	kept	Cookbook
5415	4286	kept	Time-lapse photography
5416	4274	kept	Auditorium
5417	4273	kept	Electric organ
5418	4270	kept	Exhibition
5419	4262	REMOVED	Daddy (poem)
5420	4249	REMOVED	Nonsense verse
5421	4198	kept	Diagon Alley
5422	4195	kept	Ceremony
5423	4194	REMOVED	The Ballet Class (Degas, Musée d'Orsay)
5424	4169	kept	Long Walk to Freedom
5425	4155	REMOVED	Brain Age
5426	4150	kept	Red carpet
5427	4142	REMOVED	Sestina
5428	4139	kept	Balcony
5429	4101	REMOVED	Wheatpaste
5430	4086	kept	Memorial
5431	4070	kept	Jive (dance)
5432	4068	REMOVED	Etiquette in technology
5433	4055	kept	Blooper
5434	4029	kept	Unboxing
5435	4018	REMOVED	Audio equalization
5436	4012	REMOVED	Tracking shot
5437	3990	kept	Art school
5438	3986	REMOVED	Divisionism
5439	3972	kept	Prelude (music)
5440	3946	kept	Broadcast journalism
5441	3921	REMOVED	Panel painting
5442	3916	REMOVED	Identity (philosophy)
5443	3905	kept	Power-up
5444	3893	REMOVED	Weimar Classicism
5445	3882	kept	Make-up artist
5446	3879	REMOVED	La Sylphide
5447	3867	kept	Stage (theatre)
5448	3864	REMOVED	Broadway Boogie Woogie
5449	3863	REMOVED	Kinetic art
5450	3843	REMOVED	Comédie-Française
5451	3840	REMOVED	Private collection
5452	3830	kept	Yarn bombing
5453	3796	REMOVED	Asgard (comics)
5454	3789	REMOVED	The Dying Swan
5455	3767	kept	Arabesque (ballet position)
5456	3731	kept	Trade show
5457	3726	REMOVED	Locking (dance)
5458	3681	kept	Experience point
5459	3651	kept	Intermission
5460	3640	kept	Comedy (drama)
5461	3625	kept	Wax museum
5462	3606	REMOVED	Artist's book
5463	3593	kept	Synchronised swimming
5464	3581	kept	Vintage
5465	3576	kept	Collecting
5466	3557	kept	Wonderland (fictional country)
5467	3555	kept	Stage lighting
5468	3550	kept	Sound design
5469	3533	kept	Textile arts
5470	3513	kept	Easel
5471	3484	REMOVED	Polonaise
5472	3474	kept	Reaction video
5473	3452	REMOVED	Restoration comedy
5474	3435	kept	Autograph
5475	3430	kept	Mass (music)
5476	3419	kept	Fire eating
5477	3407	kept	Curtain call
5478	3407	REMOVED	David Copperfield (character)
5479	3384	kept	Latte art
5480	3362	REMOVED	To Autumn
5481	3357	kept	Pop-up book
5482	3331	kept	Love song
5483	3312	REMOVED	Kinetic typography
5484	3309	kept	Music education
5485	3292	REMOVED	Video art
5486	3291	kept	Lemuel Gulliver
5487	3274	REMOVED	Moscow Art Theatre
5488	3253	REMOVED	Mail art
5489	3248	kept	Panel (comics)
5490	3244	kept	Merengue (dance)
5491	3231	REMOVED	Sijo
5492	3213	kept	Nature documentary
5493	3207	REMOVED	Composition VII
5494	3204	REMOVED	Field recording
5495	3191	kept	Found footage film
5496	3186	kept	Sustainable architecture
5497	3170	REMOVED	Health (game terminology)
5498	3158	REMOVED	Renga
5499	3151	REMOVED	Portrait miniature
5500	3140	kept	Mobile (sculpture)
5501	3140	REMOVED	Sonnet 130
5502	3126	kept	Chess problem
5503	3122	REMOVED	Commemorative plaque
5504	3116	REMOVED	Roman theatre (structure)
5505	3094	kept	Act (drama)
5506	3086	kept	Art gallery
5507	3082	kept	Cake decorating
5508	3077	kept	Christian art
5509	3047	kept	Viennese waltz
5510	3046	kept	Talent show
5511	3026	REMOVED	Drypoint
5512	3025	REMOVED	Establishing shot
5513	3024	kept	Setting (narrative)
5514	3008	kept	Close-up
5515	2991	kept	Hallelujah Chorus
5516	2990	kept	Convention (meeting)
5517	2962	REMOVED	Minute Waltz
5518	2952	REMOVED	Variation (music)
5519	2923	REMOVED	Artistic symbol
5520	2917	kept	Card manipulation
5521	2912	kept	Silversmith
5522	2900	kept	Marble sculpture
5523	2890	REMOVED	Action painting
5524	2886	REMOVED	Artistic inspiration
5525	2875	kept	Altarpiece
5526	2853	kept	Secret identity
5527	2790	kept	Staircase
5528	2735	kept	Landscape photography
5529	2726	kept	Fashion photography
5530	2709	REMOVED	Theophanes the Greek
5531	2703	kept	Public art
5532	2698	REMOVED	Wood engraving
5533	2690	kept	Palette (painting)
5534	2684	REMOVED	Calligram
5535	2670	REMOVED	Kirigami
5536	2669	kept	Natural history museum
5537	2652	kept	Charcoal (art)
5538	2608	kept	Theatre director
5539	2597	REMOVED	Aside
5540	2596	kept	Art forgery
5541	2595	REMOVED	Sound art
5542	2590	kept	Religious art
5543	2589	REMOVED	Magic in fiction
5544	2548	kept	Fan club
5545	2548	REMOVED	Street style
5546	2510	REMOVED	Graffiti in New York City
5547	2501	REMOVED	Remix culture
5548	2488	kept	Critic
5549	2475	REMOVED	Montagne Sainte-Victoire
5550	2471	REMOVED	Athens in the 5th century BC
5551	2422	REMOVED	Praxinoscope
5552	2411	REMOVED	Khokhloma
5553	2400	kept	Art exhibition
5554	2360	REMOVED	Navajo weaving
5555	2339	REMOVED	Long-exposure photography
5556	2333	REMOVED	Mesoamerican architecture
5557	2316	REMOVED	Gzhel
5558	2303	kept	Paintbrush
5559	2288	kept	Book cover
5560	2272	kept	Costume design
5561	2243	REMOVED	The Divân of Hafez
5562	2214	REMOVED	Leather crafting
5563	2197	kept	Air guitar
5564	2196	REMOVED	Jaʽfar
5565	2163	REMOVED	Monotyping
5566	2134	REMOVED	Pre-Columbian art
5567	2130	REMOVED	Genre art
5568	2124	kept	Paper craft
5569	2113	REMOVED	Environmental art
5570	2108	REMOVED	Highland dance
5571	2074	kept	Levitation (illusion)
5572	2041	REMOVED	Artist collective
5573	1962	kept	Quickstep
5574	1944	kept	Church music
5575	1932	kept	Audition
5576	1910	REMOVED	Artisanal Talavera of Puebla and Tlaxcala
5577	1908	REMOVED	Rubrication
5578	1907	kept	Rehearsal
5579	1905	REMOVED	Ruba'i
5580	1895	REMOVED	Emblem book
5581	1855	REMOVED	Korean art
5582	1852	kept	Art criticism
5583	1844	REMOVED	Barre (ballet)
5584	1837	REMOVED	Anime and manga convention
5585	1833	REMOVED	Commission (art)
5586	1805	REMOVED	Motion controller
5587	1785	REMOVED	Alphabet book
5588	1767	kept	Garden design
5589	1754	REMOVED	Romantic ballet
5590	1737	REMOVED	Sound poetry
5591	1722	REMOVED	Hymnal
5592	1694	REMOVED	Type design
5593	1687	kept	Cityscape
5594	1660	kept	Awards ceremony
5595	1638	kept	Balloon modelling
5596	1625	kept	Wildlife photography
5597	1614	kept	East Asian tea ceremony
5598	1560	REMOVED	Underpainting
5599	1557	REMOVED	Sand art and play
5600	1533	kept	Stardom
5601	1504	REMOVED	Turn (dance and gymnastics)
5602	1497	kept	Inuit art
5603	1492	REMOVED	Street painting
5604	1464	kept	Stencil graffiti
5605	1401	REMOVED	Visual poetry
5606	1372	REMOVED	Conservation and restoration of cultural property
5607	1359	REMOVED	Guerrilla art
5608	1337	REMOVED	Bodegón
5609	1303	REMOVED	Glaze (painting technique)
5610	1295	kept	Ovation
5611	1257	kept	Scene (performing arts)
5612	1238	REMOVED	Rubbing (art)
5613	1237	REMOVED	Papunya Tula
5614	1188	kept	Adaptation (arts)
5615	1180	REMOVED	Food presentation
5616	1164	kept	Light art
5617	1157	kept	Seascape
5618	1115	kept	Theatrical scenery
5619	1111	REMOVED	Book censorship by country
5620	1105	kept	Ice sculpture
5621	1072	REMOVED	Arcade controller
5622	1062	kept	Doctor Zhivago
5623	1026	REMOVED	Semicircular arch
5624	942	REMOVED	Ballade (forme fixe)
5625	940	REMOVED	Sugar sculpture
5626	935	REMOVED	Oceanian art
5627	854	kept	Hagrid
5628	843	REMOVED	Spanish Enlightenment
5629	819	REMOVED	Palekh miniature
5630	817	kept	Art market
5631	693	REMOVED	Proportion (architecture)
5632	598	REMOVED	Papier collé
5633	503	REMOVED	Baldassare Longhena
5634	447	kept	Art auction
5635	354	kept	Mashup (culture)
5636	264	REMOVED	Radio art
